recipe_id,step,description
263,8,"Add the prepared dal, ¼ cup of water, mix well and cook on a medium flame for 2 to 3 minutes, while stirring occasionally."
263,9,Serve hot with roti or rice.
264,1,"Heat the butter in a deep non-stick pan, add the asparagus, baby corn, chilli flakes, oregano and salt and stir-fry over a high flame for 2 to 3 minutes. Keep aside."
265,1,"Combine the corn, asparagus, white sauce, salt and pepper in a bowl and mix well."
265,2,Pour this mixture in a greased baking dish.
265,3,Sprinkle cheese on top and bake in a pre-heated oven at 200°c (400°f) for 10 to 15 minutes or till the cheese melts and is lightly browned.
265,4,Serve hot.
266,1,Mix together the butter and parsley and apply the mixture on one side of each of the 4 slices.
266,2,Bake in a pre-heated oven at 180°c (350°f) for 2 minutes till each is lightly toasted.
266,3,"Arrange 6 asparagus spears on each slice, top with the grated cheese and paprika and bake in a pre-heated oven at 180°c (350°f) for 3 to 4 minutes till the cheese melts."
266,4,Serve immediately.
267,1,"In a microwave safe bowl, add the asparagus spears alongwith 1 tablespoon of water and salt and microwave on high for 45 seconds. Remove and keep aside."
267,2,Mix together the butter and parsley and apply the mixture on one side of each of the 4 slices.
267,3,Place the buttered slices on a shallow microwave safe plate and microwave on high for 30 seconds.
267,4,"Arrange 6 asparagus spears on each slice, top with the grated cheese and dry red chilli flakes and microwave on high for 30 seconds."
267,5,Serve immediately.
268,1,Cut the asparagus spears (tips) and keep aside.  
268,2,Boil 1 cup of water add the asparagus and cook till it softens.
268,3,"Remove from flame, cool and puree. Strain the purée through a sieve to get a smooth paste"
268,4,"Heat the butter in a pan add the asparagus spears (tips), and sauté till they are cooked."
268,5,"Add the milk, cheese, cornflour mixer stir till the cheese melts and till the mixture thickens."
268,6,"Mix the asparagus puree, salt and pepper and cook for 5 minutes."
268,7,Switch off the flame stir in cream and serve hot in a fondue pot with potato wedges and pita chips.
269,1,Combine the asparagus with 1 cup of water in a non-stick deep pan and cook over a medium flame till it softens. Keep aside.
269,2,"When cool, blend in a mixer till smooth. Strain and keep aside."
269,3,"Heat the butter in another non-stick pan, add the asparagus purée and sauté over a medium flame for few seconds, while stirring continuously."
269,4,"Add the milk, cornflour-milk mixture, cheese, salt and pepper, mix well and simmer for 5 minutes or till the mixture thickens."
269,5,"Remove from the flame, add the asparagus spears and  cream and mix gently."
269,6,Serve hot with cream cracker biscuits or vegetable sticks.
270,1,"Heat the oil in a non-stick pan, add the onions and sauté on a medium flame for 1 to 2 minutes."
270,2,"Add the potatoes, asparagus and vegetable stock and bring to boil. Cover and cook on a slow flame for 8 minutes or till the potatoes are cooked."
270,3,Allow the mixture to cool slightly and then blend in a mixer to a smooth puree using 2 cups of water.
270,4,"Transfer the purée back into the deep non-stick pan, add the milk, salt and pepper, mix well and cook on a medium flame for 1 to 2 minutes, while stirring occasionally."
270,5,Serve hot with asparagus.
271,1,"Combine all the ingredients in a deep kadhai, mix well and cook on a medium flame for 5 to 6 minutes or till it starts boiling, while stirring occasionally. Keep aside."
272,1,Heat a mini uttapa pan and grease it using a little oil.
272,2,"Pour a small spoonful of the batter in each of the 7 uttapa moulds and spread in a circular motion to make a 75 mm. (3"") diameter round."
272,3,Sprinkle 1 tbsp of each of the 7 toppings evenly on each of the 7 mini uttapas and press it gently so that the topping sticks well to the batter.
272,4,"Cook the uttapas, using a little oil, till they turn golden brown in colour from both the sides."
272,5,Repeat steps 1 to 4 to make 13 more platters.
272,6,"Serve immediately with coconut chutney, sambhar and malagapodi powder."
273,1,"Combine the whole wheat flour, cardamom powder, nutmeg powder and salt in a deep bowl and mix well. Keep aside."
273,2,Combine the melted ghee and castor sugar in a deep bowl and mix very well using a spatula.
273,3,Add the dry ingredients mixture and mix well using your fingers.
273,4,Add the milk and knead into a semi-stiff dough.
273,5,Roll a portion of the dough into a 225 mm. (9”) by 125 mm. (5”) rectangle without using any flour for rolling.
273,6,Prick using a fork and cut into 18 equal squares using a sharp knife.
273,7,Place them on a baking tray and bake in a pre-heated oven at 180ºc (360ºf) for 20 minutes.
273,8,"Cool completely, store in an air-tight container and use as required."
274,1,"In a glass bowl, combine the wheat flor and ghee and mix well. Microwave on high for 3 minutes,while stirring every 1 minute."
274,2,"Add the sugar, cardamom powder and 3/4 cup of water and microwave on high for 2 minutes until the sugar has dissolved. Mix well."
274,3,Serve hot.
275,1,"Heat the ghee in a non-stick kadhai, add the whole wheat flour and sauté on a medium flame for 8 to 10 minutes or till it turns brown in colour and the ghee separates."
275,2,"Add the sugar, cardamom powder and ¾ cup of water, mix well and cook on a slow flame for another 5 to 7 minutes or till the sugar dissolves, while stirring continuously."
275,3,Serve hot garnished with almond slivers.
276,1,"Combine the sugar and 1 cup of water in a deep non-stick pan and cook on a medium flame for 3 minutes, while stirring continuously."
276,2,Transfer the mixture into a deep bowl and allow it to cool completely.
276,3,"Once cooled, add the crushed peppercorns, fennel seeds, whole wheat flour and ¼ cup of water and mix well using a whisk. Keep aside."
276,4,"Heat the ghee in a broad non-stick pan, pour a laddleful of the mixture into the hot ghee 1 at a time and deep-fry on a high flame till golden brown in colour from all the sides."
276,5,Repeat step 4 to make 14 more malpuas.
276,6,Serve immediately.
277,1,"Heat the oil in a non-stick kadhai, add the vegetables, salt and pepper, mix well and sauté on a medium flame for 3 to 4 minutes, while stirring continuously. Sprinkle little water while cooking. Keep aside."
278,1,Combine the drumsticks with ¼ cup of water and cover and cook on a medium flame till they are half done.
278,2,"Add the remaining vegetables, water if required and salt, mix well and cover and cook on a slow flame till the vegetables are tender (approx. 12 to 15 minutes)."
278,3,"Add the prepared paste and ¼ cup of water, mix well and simmer for 12 to 15 minutes or till it becomes  semi-dry. Remove off the flame."
278,4,"Add the curds, oil, cumin seeds and curry leaves and simmer for 2 to 3 minutes. Serve hot."
279,1,Combine all the ingredients and 2 tbsp of water in a mixer and blend till smooth. Keep aside.
280,1,Combine all the ingredients in a mixer and blend till smooth.
280,2,Refrigerate and serve chilled.
281,1,Place the french bread slices on a greased baking tray and brush a little olive oil on each french bread slice.
281,2,"Bake in pre-heated oven at 200°c (400°f) for 15 minutes, or till they turn light brown in colour."
281,3,"Cool completely, apply a little avocado mixture on each toasted french bread slice."
281,4,"Put 4 cherry tomato halves, sprinkle a little sea salt and drizzle ¼ tsp olive oil on each toasted bread slice."
281,5,Serve immediately.
282,1,Place the french bread slices on a greased baking tray and apply a little coconut oil on each bread slice.
282,2,"Bake in pre-heated oven at 200°c(400°f) for 15 minutes, or till they turn light brown."
282,3,Cool completely and arrange 4 avocado slices on each toasted bread slice.
282,4,"Put ¼ tsp lemon juice, a little chilli flakes and sea salt on each toast."
282,5,Serve immediately garnished with 1 tsp of coconut on each toasts.
283,1,"Combine  the rice vinegar and sugar in a small non-stick pan, mix well and cook on a slow flame for 1 minute, while stirring occasionally. Keep aside to cool completely."
283,2,"Once cooled, add the sesame seeds and mxi well. Keep aside."
284,1,"Soak the rice in enough water for 15 minutes,. Drain well and keep aside."
284,2,"Boil 2¼ cups of water and little salt in a deep non-stick pan, add the rice, mix gently and cook on a medium flame for 15 to 17 minutes or till the rice is cooked and the water is evaporated completely, while stirring occasionally."
284,3,"Transfer the rice into a plate and cool completely, add the prepared dressing and mix gently."
284,4,Divide the rice into 2 equal portions. Keep aside.
285,1,Mash the avocado lightly using a potato masher.
285,2,"Transfer it in a deep bowl, add all the reamining ingredients and toss gently using a fork and a spoon."
285,3,Garnish with almond slivers and serve immediately with toasted bread.
286,1,Combine all the ingredients along with the dressing in a deep bowl and toss well.
286,2,Serve immediately.
287,1,Blend the avocado in a mixer till smooth. Keep aside.
287,2,Combine the chocolate in a microwave safe bowl and microwave on high for 1 minute. Mix well.
287,3,Combine the avocado mixture and ¼ cup of melted chocolate in a bowl and mix well using a spatula.
287,4,Add the remaining chocolate and mix very well using a spatula.
287,5,Pour equal quantities of the mixture into 2 individual bowls / glasses and refrigerate for 1 hour or till the mousse sets.
287,6,Garnish with chocolate curls.
287,7,Serve chilled.
288,1,Combine all the ingredients in a mixer and blend till smooth.
288,2,Refrigerate and serve chilled.
289,1,Combine all the ingredients in a mixer and blend till smooth.
289,2,Refrigerate for atleast 1 hour and serve chilled.
290,1,Cut each avocados in halves. Remove the seed and scoop out the center portion.
290,2,Transfer the mixture into a bowl and mash well using a fork or a masher.
290,3,"Add all the remaining ingredients, mix well and refrigerate for at least 1 hour and serve chilled with nacho chips."
291,1,Combine all the ingredients in a deep bowl and mix well.
291,2,Serve with corn chips.
292,1,Cut each avocados in halves. Remove the seed and scoop out the center portion and mash it using a fork or a masher.
292,2,"Combine all ingredients, except the sea salt and 1 tbsp of water in a mixer and blend till smooth."
292,3,"Transfer to a deep bowl, add the sea salt and mix well."
292,4,Refrigerate till use.
293,1,Combine all the ingredients for the salad in a bowl and mix well. Refrigerate for 30 minutes.
293,2,"Just before serving, pour the dressing and toss well."
293,3,Serve immediately.
294,1,"Combine the avocado, condensed milk and lemon juice in a mixer and blend till smooth."
294,2,"Transfer the mixture into a deep bowl, add the other ingredients and fold gently using a spatula."
294,3,Transfer the mixture into an aluminium shallow container. Cover with an aluminium foil and freeze for approx. 10 hours or till set.
294,4,Scoop and serve immediately.
295,1,Combine all the ingredients in a mixer along with ½ cup of chilled water and blend till smooth.
295,2,Pour equal quantities of the smoothie into 3 individual glasses and serve immediately.
296,1,Place the avocado in a deep bowl and mash it completely with the help of a fork.
296,2,Serve immediately.
297,1,Combine the all the ingredients in a deep bowl and mix well.
297,2,Add the dressing and toss well.
297,3,Serve immediately.
298,1,Combine the all the ingredients in a deep bowl and mix well.
298,2,Add the dressing and toss well.
298,3,Serve immediately.
299,1,Combine all the ingredients in a mixer along with 1 cup of chilled water and blend till smooth.
299,2,Pour equal quantities of the smoothie into 3 indivdual glasses and serve immediately.
300,1,Combine all the ingredients in a mixer and blend till smooth.
300,2,Refrigerate and serve chilled.
301,1,It can be taken to work in a lunch box with a dressing in a separate small container.
301,2,"Just before eating, mix the dressing and toss well. Eat immediately."
302,1,"Combine all the ingredients of the salad in a serving bowl, add the dressing and toss well."
302,2,Serve chilled.
303,1,Combine all the ingredients in a mixer and blend till smooth.
303,2,Pour equal quantities of the drink into 4 individual glasses.
303,3,Serve chilled with  ice cubes.
304,1,"Prick the brinjal with a fork, brush it evenly with oil and roast it over an open flame for 10 minutes or till the brinjal turns black from all the sides and the flesh is soft and pulpy. Allow it to cool slightly."
304,2,Remove the skin and stem and discard them and roughly chop the brinjal.
304,3,"Combine the brinjals, olive oil, tahini paste, garlic, cumin seeds powder, lemon juice and salt in a mixer and blend till smooth."
304,4,"Put the mixture in a bowl, drizzle with olive oil."
304,5,"Serve with cucumber, carrots and breadsticks."
305,1,"In a greased microwave safe dish place the brinjal and microwave on high for 2 minutes. Cool, mash to a pulp and keep aside."
305,2,Combine all the other ingredients together in another bowl and mix well.
305,3,Lightly fold in the brinjal pulp. Refrigerate till chilled.
305,4,Garnish with olives and mint springs and serve with pita bread or cream cracker biscuits.
306,1,"Follow the basic recipe, except use a ring mould of 160 mm. (6 1/2"") diameter and bake in a preheated oven at 180 degree c (350 degree f) for 35 minutes."
306,2,Turn out and allow to cool.
307,1,"Heat the oil in a broad non-stick pan, add the onions and garlic and sauté on a medium flame for 1 minute."
307,2,Add the babycorn and coloured capsicum and sauté on a medium flame for another 3 to 4 minutes.
307,3,"Add the tomato ketchup, tomato purée, chilli powder and sugar, mix well and cook on a medium flame for 1 minute, while stirring occasionally."
307,4,"Add the rice, salt and pepper, mix well and cook on a medium flame for 1 to 2 minutes, while stirring occasionally."
308,1,Combine the flour and salt in a bowl and knead into a soft dough using enough water. Keep aside for 15 hour.
308,2,Knead again using ¼ tsp of oil till it is smooth and elastic.
308,3,Divide it into 4 equal portions and roll out each portion of the dough into a thin circle of 150 mm. (6”) diameter using a little flour.
308,4,"Heat a wok / wide iron kadhai upside down on a high flame and when hot, place the roti gently over the wok / kadhai ensuring that no creases form on the surface."
308,5,Cook it till small blisters appear on the surface. Turn over the roti and cook for few more seconds till done.
308,6,Repeat with the remaining dough portions to make 3 more rotis and keep aside.
310,1,"Heat the oil in a wok/kadhai, add the spring onion whites and sauté on a medium flame for 1 minute."
310,2,"Add the green, red and yellow capsicum and sauté on a medium flame for 2 to 3 minutes, till the capsicum turn a little soft."
310,3,"Add the baby corn, turmeric powder, chilli powder, coriander-cumin seed powder, tomatoes, tomato ketchup, tomato purée, mix well and sauté on a medium flame for 1 to 2 minutes, while stirring occasionally."
310,4,"Add the paneer, garam masala, vinegar, sugar and salt, mix well and cook on a medium flame for 1 minute."
310,5,"Add the spring onion greens and a little water, mix well and cook on a medium flame for 1 more minute."
310,6,Serve immediately garnished with spring onion greens.
311,1,Heat the oil in a broad non-stick pan and add the cumin seeds and asafoetida.
311,2,"When the seeds crackle, add the ginger-green chilli paste, spring onion whites and red and green capsicums and sauté on a medium flame for 2 minutes."
311,3,"Add the baby corn, turmeric powder, chilli powder, tomato purée, tomato ketchup and salt, mix well and cook on a medium flame for 2 minutes, while stirring occasionally."
311,4,"Add the paneer and spring onion greens, mix gently and cook on a medium flame for 1 minute, while stirring gently and occasionally."
311,5,Serve hot garnished with coriander.
312,1,Soak the soya nuggets in warm water for 10 to 15 minutes. Drain and squeeze out all the water.
312,2,"Heat the oil in a non-stick pan, add the garlic, spring onion whites and capsicum and sauté over high flame till the onions turn golden brown in colour."
312,3,Add the mushrooms and sauté for 1 minute.
312,4,Add the soya nuggets and baby corn and sauté for 2 minutes.
312,5,"Add the soya sauce, chilli sauce, sugar and salt and cook for 2 more minutes."
312,6,Add the spring onion greens and cook for another minute.
312,7,Serve immediately.
313,1,Slightly heat half the olive oil in a non-stick pan and place pizza base on it.
313,2,Spread half the tomato sauce over the pizza base.
313,3,Neatly arrange half the sweet corn and half cup of baby corn slices over the sauce. Sprinkle salt.
313,4,Top with half the cheese.
313,5,Cover the pan with a lid and cook on a very slow flame for 10 to 12 minutes or till the base is evenly browned and the cheese melts.
313,6,Repeat with the remaining ingredients to make another pizza.
313,7,Serve hot.
314,1,"Combine the tamarind with ¼ cup of water in a bowl , mix well and keep aside."
314,2,Heat the oil for deep-frying in a small non-stick kadhai and deep-fry the bhavagri chillies on a medium flame for 30 seconds. Drain on absorbent paper and keep aside.
314,3,"Heat the oil in a deep non-stick pan, add the onions and sauté on a medium flame for 2 minutes or till they turn golden brown in colour."
314,4,"Add the peanuts, sesame seeds, coconut, fennel seeds, nigella seeds, ginger-green chilli paste, garlic paste, mix well and cook on a medium flame for 1 to 2 minutes, while stirring continuously."
314,5,"Add the chilli powder, coriander powder, turmeric powder, tomatoes and salt, mix well and cook on a medium flame for 4 minutes while stirring occasionally or till the tomatoes soften. Keep aside and allow it to cool completely."
314,6,Transfer the gravy into the mixer and blend to a smooth paste. Keep aside.
314,7,"Heat a deep non-stick pan, add the prepared onion-tomato paste, tamarind pulp, jaggery and 1 cup of water, mix well and cook on a medium flame for 3 to 4 minutes, while stirring occasionally."
314,8,"Add the fried bhavnagri chillies, baby corn and paneer, mix gently and cook on a medium flame for 1 minute, while stirring occasionally."
314,9,Serve hot.
315,1,Combine all the ingredients along with approx. ½ cup of water in a deep bowl and mix well using a whisk to make a thick batter.
315,2,"Dip each baby corn halve into the batter and deep-fry in hot oil, a few at a time, till they turn golden brown in colour from all the sides. Drain on an absorbent paper."
315,3,Serve immediately with chilli-garlic sauce.
316,1,Combine all the ingredients along with approx. ½ cup of water in a deep bowl and mix well using a whisk to make a thick batter.
316,2,"Dip each baby corn halve into the batter and deep-fry in hot oil, a few at a time, till they turn golden brown in colour from all the sides. Drain on an absorbent paper."
316,3,Serve immediately with chilli-garlic sauce.
317,1,"Heat the oil in a broad non-stick pan, add the green paste and sauté on a medium flame for 3 to 4 minutes."
317,2,"Add the baby corn, salt and 4 tbsp of water and mix well. Cook on a medium flame  for 3 to 4 minutes, while stirring occasionally."
317,3,"Remove from the flame, add the lemon juice and sugar and mix well."
317,4,Serve hot.
318,1,"In a glass bowl, add the oil and the prepared paste. Microwave on high for 1 minute."
318,2,"Add the baby corn, salt and 2 tablespoons of water and mix well. Cover with a lid and microwave on high for 6 minutes."
318,3,Add the lemon juice and sugar. Mix well.
318,4,"Serve hot, garnished with the sliced tomatoes and lemon wedges."
319,1,"Combine the oil and carom seeds in a deep microwave safe bowl, mix well and microwave on high for 1 minute."
319,2,"Add the onions, mix well and microwave on high for 2 minutes."
319,3,"Add the baby corn, capsicums and 2 tablespoon water, mix well and microwave on high for 3 minutes, stirring once in between after 1½ minutes."
319,4,"Add the turmeric powder, chilli powder, garam masala, cardamom powder, tomatoes and salt, mix well and microwave on high for 3 more minutes."
319,5,Serve hot garnished with coriander.
320,1,"Heat a non-stick kadhai on a medium flame and when hot, add the onions, ginger and green chillies."
320,2,Dry roast for 2 to 3 minutes while stirring continuously.
320,3,"Add the spinach, curds, milk and ½ cup of water and blend in a mixer to a smooth paste."
320,4,"Pour the mixture back into the kadhai, add the baby corn, turmeric powder, dry mango powder, garam masala, dried fenugreek leaves, salt and ½ cup of water and bring to boil."
320,5,Simmer for 4 to 5 minutes and serve hot.
321,1,"Heat the oil in a wok/kadhai, add the spring onion whites and sauté on a medium flame for 1 minute."
321,2,"Add the green, red and yellow capsicum and sauté on a medium flame for 2 to 3 minutes, till the capsicum turn a little soft."
321,3,"Add the baby corn, turmeric powder, chilli powder, coriander-cumin seed powder, tomatoes, tomato ketchup, tomato purée, mix well and sauté on a medium flame for 1 to 2 minutes, while stirring occasionally."
321,4,"Add the paneer, garam masala, vinegar, sugar and salt, mix well and cook on a medium flame for 1 minute."
321,5,"Add the spring onion greens and a little water, mix well and cook on a medium flame for 1 more minute."
321,6,Serve immediately garnished with spring onion greens.
322,1,Heat the oil in a pan and add the spring onion whites and all the capsicum and sauté for 2 minutes.
322,2,"Add the baby corn, turmeric powder, chilli powder, coriander- cumin seed powder, tomato, tomato ketchup, tomato purée and salt and sauté"
322,3,On a slow flame for 4 to 5 minutes till the baby corn is cooked.
322,4,"Add the paneer, spring onion greens, vinegar, garam masala and sugar and toss lightly."
322,5,Garnish with the chopped coriander and serve hot.
323,1,"Heat the oil in a non-stick kadhai, add the spring onion whites, coloured capsicum and sauté on a medium flame till the onions turn golden brown in colour."
323,2,"Add the baby corn, turmeric powder, chilli powder, coriander-cumin seeds powder, tomatoes, tomato ketchup and tomato purée and sauté on a slow flame for 4 to 5 minutes or till the baby corn is cooked."
323,3,"Add the paneer, spring onion greens, vinegar, garam masala, sugar and salt and cook on a medium flame for another minute. Serve hot."
324,1,"Combine all the ingredients and blend in a mixer to a smooth paste, using very little water."
324,2,Refrigerate and use as required.
325,1,"Dry roast the peppercorns in a wok over a medium flame for a few minutes, grind coarsely and keep aside."
325,2,"Mix together the cornflour, salt, 1 teaspoon of coarsely ground pepper and ¼ cup of cold water."
325,3,Dip the baby corn in this mixture and deep-fry till golden brown. Drain on absorbent paper and keep aside
325,4,"Heat the oil in a wok, over a high flame, add the spring onions, garlic, the remaining pepper and salt and stir-fry for 1 minute."
325,5,Add the fried baby corn and toss well. Serve hot.
326,1,"Wash the baby mangoes and pat them dry using a dry kitchen cloth, taking care to keep the stems intact. Keep aside. "
326,2,Combine the salt with 2 cups of water in a pan and bring to a boil. 
326,3,Allow the salt water to cool completely. 
326,4,Add the baby mangoes to it. 
326,5,Bottle the pickle in a sterilised glass jar covered with a light lid. 
326,6,The mangoes will be ready to eat after 6 to 7 days. 
327,1,"Heat 2 tsp of olive oil in a broad non-stick pan, add the potato halves and sauté on a medium flame for 5 minutes. Transfer it into a bowl and keep aside."
327,2,"In the same non-stick pan heat the remaining 1 tsp of olive oil, add the garlic and onions and sauté on a medium flame for 1 minute."
327,3,"Add the capsicum, broccoli, oregano, chilli flakes and salt and sauté on a medium flame for 1 minute."
327,4,"Add the sautéed potato halves, toss gently and cook on a medium flame for a few seconds."
327,5,Serve immediately.
328,1,Combine the baby spinach and apple in a deep bowl and mix well.
328,2,Add the dressing and toss well.
328,3,Serve immediately topped with sunflower seeds.
329,1,"Combine the olive oil, apple cider vinegar, mustard paste, honey, pepper powder and sea salt in a small bowl and mix well using a whisk."
329,2,Combine all the remaining ingredients along with the olive oil –sea salt mixture and toss well.
329,3,Serve immediately.
330,1,Combine all the ingredients in a deep bowl and mix well.
330,2,"Place the banana leaf on a clean, dry surface and place the rice on it."
330,3,Bring in 4 sides of the banana leaf towards the centre so as to make an envelope and seal it using a toothpick.
330,4,Place the banana leaf envelope in a steamer plate and steam on a medium flame for 7 to 8 minutes.
330,5,Remove from the banana leaf and serve immediately.
331,1,"Heat the ghee in a pan, add the onions and sauté for 1 minutes,"
331,2,Add the almonds and cashewnuts and sauté till the onions turn translucent. Allow it to cool.
331,3,Blend in a mixer to a smooth paste and keep aside.
332,1,"Combine the almonds and enough hot water in a deep bowl, cover with a lid and keep aside to soak for 2 hours. Drain well."
332,2,Peel the almonds.
332,3,Blend them in a mixer along with the milk to make a smooth paste. Keep aside.
332,4,"Combine the saffron and warm milk in a small bowl, mix well and keep aside."
332,5,"Heat the ghee in a broad non-stick pan, add the almond paste, mix well and cook on a slow flame for 4 minutes, while stirring continuously."
332,6,"Add the sugar and cardamom powder, mix well and cook on a slow flame for 4 minutes, while stirring continuously."
332,7,Pour the mixture immediately into a 175 mm. (7”) diameter greased plate and spread it evenly to make a square.
332,8,Cut into 18 equal pieces using a sharp knife.
332,9,Cool and keep aside for 30 minutes.
332,10,Serve or store in an air-tight container. Use as required.
333,1,"Combine the plain flour and baking powder in a deep bowl, make a well in the centre, and add the 1 tsp of castor sugar, yeast and 5 to 7 tsp of milk in the depression."
333,2,Mix all the ingredients in the depression. Keep aside for 5 minutes.
333,3,"Add the remaining castor sugar, butter, vanilla essence and cardamom powder, mix well and knead into a soft dough using approx. ¼ cup milk. Cover with a lid or damp muslin cloth and keep aside for 10 minutes."
333,4,Dust the hands with little plain flour and knead again to make it smooth.
333,5,Place the dough into a 175 mm. × 175 mm. (7” ×7”) diameter baking dish and spread the dough evenly by patting it using your fingers. Keep aside.
333,6,"Combine the sugar, milk, cardamom powder and vanilla essence in a broad non-stick pan, mix well and cook on a medium flame for 2 minutes or till the sugar melts, while stirring continuously."
333,7,"Add the almond flakes, mix well and cook on a medium flame for 30 seconds, while stirring continuously."
333,8,Spread the almond-sugar mixture evenly over the spread dough and keep aside for 10 minutes.
333,9,Bake in a pre-heated oven at 180°c (360°f) for 15 minutes. Switch off the oven and allow the cake to rest in the oven for 3 to 5 minutes. Demould.
333,10,Serve warm with vanilla ice cream or whipped cream
334,1,Combine the almonds and enough water in a deep bowl and soak for 8 hours. Drain and de-skin the almonds. Keep aside.
334,2,Blend the almonds in a mixer to a coarse mixture without using any water or milk. Keep aside.
334,3,"Heat the ghee in a deep non-stick kadhai, add the almond mixture, mix well and cook on a medium flame for 7 minutes, while stirring occasionally."
334,4,Meanwhile combine the milk and ½ cup of water in a deep pan and boil for 3 to 4 minutes. Keep aside.
334,5,"Add the whole wheat flour to the almond mixture, mix well and cook on a medium flame for 2 minutes, while stirring continuously."
334,6,"Add the milk-water mixture, mix well and cook on a medium flame for 5 minutes, while stirring continuously."
334,7,"Add the sugar, mix well and cook on a medium flame for 1 to 2 minutes, while stirring continuously."
334,8,"Add the saffron, mix well and cook on a medium flame for 1 minute, while stirring continuously."
334,9,"Switch off the flame, add the cardamom powder and mix well."
334,10,Serve warm garnished with the almond slivers or store in an air-tight container.
335,1,Combine the saffron strands and 1 tbsp of milk in a bowl and mix well. Keep aside.
335,2,"Combine 5 tbsp of milk and 2 tbsp of water in a bowl, mix well and keep aside."
335,3,Combine the almonds and the remaining 3 tbsp of milk in a mixer and blend into a smooth paste. Keep aside.
335,4,"Heat the ghee in a broad non-stick pan, add the almond paste and cook on a medium flame for 4 minutes, while stirring continuously."
335,5,"Add the milk-water mixture and cook on a medium flame for another 2 minutes, while stirring continuously."
335,6,"Add the sugar, cardamom powder and saffron-milk mixture, mix well and cook on a medium flame for 2 more minutes or till the mixture turns golden brown in colour, while stirring continuously."
335,7,Serve warm garnished with almond slivers.
336,1,Pour 1 cup of boiling water over the almonds. Leave aside for 5 minutes.
336,2,Drain and remove the skins of the almonds.
336,3,Purée the almonds with 4 tablespoons of milk to a smooth paste in a blender.
336,4,"Heat the ghee in kadhai, add the almond purée. Cook over a slow flame while stirring continuously till the mixture  turns golden brown (approx. 15 minutes)."
336,5,Combine the milk and 4 tablespoons of water and bring to boil. Add this to the cooking almond mixture and cook for 2 to 3 minutes.
336,6,"Add the sugar, cardamom powder and cook till the sugar has dissolved while stirring continuously."
336,7,Serve hot garnished with the almonds.
337,1,Soak the almonds in enough hot water in a bowl for about 30 minutes.
337,2,"Strain them using a strainer, drain out all the water completely. Peel the almonds and blend in a mixer to a fine paste without using any water. Keep aside."
337,3,"Combine the sugar and 1/2 cup of water in a broad non-stick pan, mix well and cook on a high flame for 4 minutes or till the sugar dissolves completely and forms a syrup of one string consistency."
337,4,"Add the almond paste and cardamom powder  to it, mix well and cook on a medium flame for 6 minutes or till the mixture leaves the sides of the pan, while stirring continuously and scrapping the sides of the pan."
337,5,Transfer the mixture to a plate and keep aside to cool for 15 to 20 minutes.
337,6,Use as required.
338,1,Make the badam barfi and pista barfi as mentioned in the respective recipes.  
338,2,Add the yellow food colouring to the badam barfi and mix well.
338,3,Divide the badam barfi into 6 equal portions. Shape each portion to make a flower pot. 
338,4,Divide the pista barfi into 8 equal portions.  
338,5,"Shape 6 pista barfi portions into rounds. Shape the rest of the pista barfi into a 150 mm. (6"") long roll with 3 mm. (1/8"") thickness. Cut the roll into 6 nos. 25 mm. (1"") long pieces.  "
338,6,Stuff the badam flower pots with the 6 pista barfi rounds. 
338,7,Decorate the flower pots with a pista roll handle to form a basket. 
338,8,Garnish with the silver leaves and scraps of the badam barfi. 
339,1,Combine the almonds and paneer with a little water and blend in a mixer to a thick mixture.
339,2,"Transfer to a bowl, add the bread slice and mash well. Keep aside."
339,3,"Heat the ghee in a kadhai, add the green chillies and onions and sauté till the onions turn golden brown."
339,4,Add the prepared mixture and salt and cook till the mixture leaves the sides of the kadhai.
339,5,"Remove from  the flame, add the cream, coriander and mint leaves and mix well."
339,6,"Divide the mixture into 10 equal portions and shape each portion into a flat, round kebab."
339,7,Roll each kebab in bread crumbs so that the kebabs are evenly coated from all sides.
339,8,Heat a non-stick tava (griddle) and cook the kebabs on both sides using a little ghee till they are golden brown in colour. Drain on an absorbent paper.
339,9,Serve hot with onion rings and phudina chutney.
340,1,"Heat the ghee in a broad non-stick pan, add the vermicelli and sauté on a slow flame for 2 to 3 minutes. Keep aside."
340,2,"Boil the milk in a deep non-stick pan and simmer on a slow flame for 15 minutes, while stirring occasionally."
340,3,"Add the almond paste, mix well and cook on a medium flame for 2 to 3 minutes, while stirring occasionally."
340,4,"Add the vermicelli, mix well and cook on a medium flame for 4 to 5 minutes, while stirring occasionally."
340,5,"Add the sugar, mix well and cook on a medium flame for 1 minute, while stirring occasionally."
340,6,Add the kewra essence and almonds and mix well.
340,7,Serve warm.
341,1,Make the badam barfi as mentioned in the recipe. 
341,2,"Divide the badam barfi into two portions, 2/3 and 1/3. "
341,3,"To the 2/3 portion, add the yellow food colouring and mix well. "
341,4,Divide into 6 equal portions.
341,5,Shape each portion into the shape of a matki.
341,6,"Roll out the remaining 1/3 portion of the barfi into a sheet of 6 mm. (1/4"") thickness. Cut with heart shaped cookie cutters to get 18 heart-shaped pieces."
341,7,Cover each matki with 3 heart-shaped pieces.
341,8,Garnish with a sliver of pistachio and cover the base of the handi with the silver leaves.  
342,1,"Combine the paneer, turmeric powder, ½  tsp of chilli powder, 1 tbsp of oil and salt in a microwave safe bowl, mix well and microwave on high for 1 minute. Keep aside."
