recipe_id,ingredient_id,quantity,unit
2354,268, 1/2,tsp
2354,46, 1/2,tsp
2354,34, 1/2,tsp
2354,54, 1/2,cup
2354,22, 1/2,tsp
2355,108,5,cups
2355,228, , 
2355,108,1,tbsp
2355,72,1,tbsp
2355,73,1,tbsp
2355,22, 1/2,cup
2355,211, 1/2,tsp
2355,173,1,tbsp
2355,123,1,tbsp
2356,418,2,cups
2356,90, 1/2,cup
2356,17, , 
2356,26,1,tsp
2356,51, 1/2,tsp
2356,39, 1/2,tsp
2356,12, , 
2356,53, 1/2,cup
2356,15,1,tsp
2356,8, 1/4,tsp
2356,55,1,tsp
2357,822,2,cups
2357,73,3,tbsp
2357,415, 1/2,cup
2357,22, 3/4,cup
2357,211, 1/2,tsp
2357,108,2,tbsp
2357,173,1,tbsp
2357,123,1,tbsp
2358,822,1,cup
2358,73,1 1/2,tsp
2358,22, 1/4,cup
2358,108,2,tbsp
2358,413, 1/2,cup
2358,2094,1,tbsp
2359,73,1,tbsp
2359,23812,2,cups
2359,22, 3/4,cup
2359,23814,1,cup
2359,211, , 
2359,69,2,tbsp
2360,822,1,cup
2360,73, 1/2,tbsp
2360,436, 1/2,cup
2360,22,2,tbsp
2360,108,1,cup
2360,211, 1/4,tsp
2360,173,1,tbsp
2361,822,1,cup
2361,108,1,cup
2361,436, 1/2,cup
2361,22,2 1/2,tbsp
2361,211, , 
2361,73,1,tbsp
2361,173,1,tbsp
2361,123,1,tbsp
2362,822,1,cup
2362,28, 1/2,cup
2362,111,1,tsp
2362,47, 1/4,cup
2362,22,1,tsp
2362,46, 1/2,tsp
2362,8, 1/2,tsp
2362,389, , 
2362,17, , 
2362,26, , 
2362,53, 1/2,cup
2362,305,2 to 3, 
2362,79,2, 
2362,92,2 to 3, 
2362,15, 1/2,tsp
2362,55,1,tsp
2362,12, , 
2362,515, 1/4,tsp
2362,258, 1/4,cup
2362,463, 3/4,cup
2362,107, 1/4,cup
2362,246,1,tbsp
2362,26,3,tbsp
2362,17, , 
2362,47, 1/4,cup
2363,822,2,cups
2363,990, 1/2,cup
2363,115,1,cup
2363,393, 3/4,cup
2363,27, 1/2,cup
2363,23862, 1/2,tbsp
2363,8, 1/2,tsp
2363,46, 1/2,tsp
2363,39, 1/2,tsp
2363,22,2,tbsp
2363,47,2,tbsp
2363,201, 1/2,tsp
2363,12, 1/2,tsp
2363,26,4,tbsp
2363,26, , 
2363,17, , 
2363,26,2,tbsp
2363,51,1,tsp
2363,432,2,tsp
2363,12, 1/4,tsp
2363,47,2,tbsp
2363,257, , 
2364,822,2,cups
2364,990, 1/4,cup
2364,115, 1/2,cup
2364,393, 1/2,cup
2364,27, 1/2,cup
2364,126,1,tsp
2364,111,1,tsp
2364,8, 1/2,tsp
2364,39, 1/2,tsp
2364,161,1,tsp
2364,22,1,tsp
2364,47,2,tbsp
2364,201,2, 
2364,12, 3/4,tsp
2364,17, , 
2364,26,3 1/4,tsp
2364,51, 1/2,tsp
2364,329,8, 
2364,432,1,tsp
2364,47,2,tbsp
2365,822,2,cups
2365,283,1, 
2365,115, 1/2,cup
2365,393,1,cup
2365,27, 1/2,cup
2365,86,2,tsp
2365,8, 1/2,tsp
2365,39, 1/2,tsp
2365,11, 1/2,tsp
2365,161,1,tsp
2365,22,1,tsp
2365,47,2,tbsp
2365,26,1,tsp
2365,201,2, 
2365,12, 1/2,tsp
2365,17, , 
2365,26, 1/4,tsp
2365,26,2,tsp
2365,51, 1/2,tsp
2365,432,1,tsp
2365,12, 1/4,tsp
2366,974,1,cup
2366,276, 1/2,cup
2366,66, 1/4,cup
2366,702,1, 
2366,52,1,tsp
2366,17, , 
2366,94,2,tsp
2366,51, 1/2,tsp
2366,329,5 to 6, 
2366,23929,1, 
2366,40,2,tbsp
2367,418,8, 
2367,23932,5, 
2368,974, 3/4,cup
2369,23934,5,cups
2369,26,1,tbsp
2369,39,2,tsp
2369,12, 1/2,tsp
2369,329,8, 
2369,22,1,tbsp
2369,86,2,tsp
2369,17, , 
2369,55,1,tbsp
2369,47,2,tbsp
2369,161,1,tbsp
2370,822, 3/4,cup
2370,115,2,cups
2370,766, 1/2,cup
2370,8, 1/2,tsp
2370,15,1 1/2,tsp
2370,26,1,tsp
2370,17, , 
2370,115, , 
2371,1791, 1/2,cup
2371,108,3,cups
2371,22,5,tbsp
2371,228, , 
2371,211,1,tsp
2371,492,1,tbsp
2371,173,1,tbsp
2371,173,1,tbsp
2371,492,1,tbsp
2372,85, 1/2,cup
2372,9,1,tbsp
2372,23964,1,cup
2372,88,1,cup
2372,331,2,tbsp
2372,73, , 
2372,606, , 
2372,95, , 
2372,23970, , 
2373,23971,4, 
2373,23972,1,cup
2373,23973,1,cup
2374,23974,1,cup
2374,53,2,cups
2374,73,1,tbsp
2374,17, , 
2374,377,2, 
2374,456,5 to 6, 
2374,14,6, 
2374,347,1,tbsp
2374,39,1,tsp
2374,33,2,tsp
2374,92,4 to 5, 
2374,79,4 to 5, 
2374,177,25,mm
2375,1194,1,cup
2375,681,1,cup
2375,23989, 1/2,cup
2375,1140,1, 
2375,219, 1/2,cup
2375,1142,1, 
2375,2137,1,cup
2375,1668, , 
2375,227, 1/2,cup
2375,225, , 
2375,23997, , 
2375,23998,5, 
2375,226, , 
2376,2098,2 3/4,cups
2376,26,1,tsp
2376,294,1,cup
2376,26,2,tbsp
2376,51,1,tsp
2376,85,1,tsp
2376,329,5, 
2376,1103,2, 
2376,12, 1/4,tsp
2376,8, 1/4,tsp
2376,40, 1/2,cup
2376,15, 1/2,tsp
2376,315,2,tbsp
2376,17, , 
2376,93,4,tbsp
2376,736,2,tbsp
2376,41,1,tsp
2376,47,2,tbsp
2376,329,3, 
2376,17, , 
2376,606, , 
2376,95, , 
2377,115,2,cups
2377,73,1,tbsp
2377,17, , 
2377,96,1 1/2,cups
2377,26,1,tbsp
2377,39,1,tsp
2377,41,1,tsp
2377,161,1,tsp
2377,47,1,tbsp
2377,17, , 
2377,44,1 1/2,cups
2377,26,1,tbsp
2377,39,1,tsp
2377,41,1,tsp
2377,47,1,tbsp
2377,17, , 
2377,115, , 
2377,73, , 
2378,643,10, 
2378,73, , 
2378,22,1,cup
2378,108,3,cups
2378,280,1,tsp
2378,415, 1/2,cup
2378,228, 1/4,tsp
2378,173, 1/4,cup
2379,992,8, 
2379,612,2,cups
2379,138,2,cups
2379,488,1,cup
2379,24052,1,cup
2379,133,1,tbsp
2379,58,2,tsp
2379,721, 1/2,cup
2379,24056,2,tbsp
2379,582,1 1/2,tsp
2379,667,1 1/2,tsp
2379,17, , 
2379,387, 1/2,cup
2380,1720,1, 
2380,1143,1,cup
2380,107, 1/2,cup
2380,1305, 1/2,cup
2380,107, 1/4,cup
2380,22,2,tbsp
2380,114, 1/4,cup
2380,167, 1/4,tsp
2381,76,125,gms
2381,183,1,tbsp
2381,1664,1,tbsp
2381,184,1 1/2,tsp
2381,201, 1/2,tsp
2381,528, 3/4,cup
2381,265,4,tbsp
2381,167,1,tsp
2381,69, 1/2,cup
2381,646,1,cup
2381,69, 1/4,cup
2381,1171, 1/2,cup
2381,22,2,tbsp
2381,114, 1/4,cup
2381,167, 1/4,tsp
2382,76,1 1/2,cups
2382,330,2,tsp
2382,22,2,tsp
2382,436,2,tbsp
2382,17, 3/4,tsp
2382,187,2,tbsp
2382,76, , 
2382,108,1,tbsp
2382,133,1 1/2,tbsp
2382,667, 1/2,tsp
2382,582, 1/2,tsp
2382,17, , 
2382,109, , 
2383,76, 1/2,cup
2383,17, 1/4,tsp
2383,26,1,tsp
2383,1343, 1/4,cup
2383,256, 1/4,cup
2383,692, 1/4,cup
2383,239, 3/4,cup
2383,383, 1/4,cup
2383,26,1,tbsp
2383,58,2,tsp
2383,22, , 
2383,17, , 
2383,604,1,tbsp
2383,76,1,tbsp
2383,76, , 
2383,26, , 
2383,604, , 
2384,26,2,tsp
2384,58,2,tsp
2384,256, 1/4,cup
2384,692, 1/4,cup
2384,24118, 3/4,cup
2384,785,2,tbsp
2384,22, , 
2384,17, , 
2384,604,1 to 2,tbsp
2384,24123,12, 
2384,76,1,tbsp
2384,26, , 
2385,76,115,gms
2385,184,1,tsp
2385,812,1, 
2385,73,2,tsp
2385,22,2,tsp
2385,108,4 to 5,tbsp
2385,17, , 
2385,1723, , 
2385,73, , 
2386,153,2,cups
2386,109,1,tsp
2386,40, 1/2,cup
2386,314, 1/2,cup
2386,108, 1/2,cup
2386,17, , 
2387,94,2,tsp
2387,39, 1/2,tsp
2387,52,1,tsp
2387,41, 1/2,tbsp
2387,14,2, 
2387,8, 1/4,tsp
2387,347,1,tsp
2387,58,1,tbsp
2387,24149,2, 
2387,122, 1/2,cup
2387,463, 1/2,cup
2387,17, , 
2387,94,1,tbsp
2387,51,1,tsp
2388,153,1 1/2,cups
2388,249,1 1/2,cups
2388,26,2,tbsp
2388,51,1,tsp
2388,39,1,tsp
2388,12, 1/4,tsp
2388,40,1,cup
2388,58,1,tbsp
2388,329,5, 
2388,53,1 1/2,cups
2388,15,2,tsp
2388,55,1,tbsp
2388,17, , 
2388,8, 1/4,tsp
2388,47,2,tbsp
2389,93, 1/2,cup
2389,39,1,tsp
2389,14,4, 
2389,347,2,tbsp
2389,79,5, 
2389,372,1,tbsp
2389,8, 1/2,tsp
2389,114, 1/2,cup
2389,153,4, 
2389,249,1,cup
2389,233,1,tbsp
2389,17, , 
2389,94,2,tbsp
2389,51,1,tsp
2389,85,2,tsp
2389,329,10 to 12, 
2389,790, , 
2390,153,1,cup
2390,89,1,cup
2390,8, 1/2,tsp
2390,40, 1/2,cup
2390,53, 3/4,cup
2390,87,1,tbsp
2390,17, , 
2390,26,1,tbsp
2390,51,1,tsp
2390,234,1, 
2390,329,5 to 6, 
2390,93, 1/2,cup
2390,58, 1/2,tbsp
2390,40,2,tbsp
2390,39, 1/2,tsp
2390,15,1,tsp
2390,87,1,tbsp
2391,24204,3 1/2,cups
2391,40, 1/2,cup
2391,26,1,tbsp
2391,51, 1/2,tsp
2391,93, 1/4,cup
2391,124, 1/4,tsp
2391,15, 1/2,tsp
2391,8, 1/8,tsp
2391,972,2,tsp
2391,17, , 
2392,153,2,cups
2392,16, 3/4,cup
2392,51, 1/2,tsp
2392,90,1,tsp
2392,14,3, 
2392,329,5, 
2392,12, 1/2,tsp
2392,15,1 1/2,tbsp
2392,8, 1/4,tsp
2392,1069, 1/4,cup
2392,17,1 1/2,tsp
2392,9,2,tsp
2392,51,1,tbsp
2392,39,1,tsp
2393,153,3, 
2393,17, , 
2393,27,1,cup
2393,26,2,tbsp
2393,51, 1/2,tsp
2393,39, 1/2,tsp
2393,40, 1/2,cup
2393,52,1,tsp
2393,58,1,tsp
2393,41,1,tsp
2393,335, 3/4,cup
2393,15,1,tsp
2393,8, 1/4,tsp
2393,47,1,tbsp
2394,1477,2,cups
2394,24243,2, 
2394,91,2, 
2394,24245,1, 
2394,284,1, 
2394,100, , 
2394,670,6, 
2394,375,2,tsp
2394,22, 1/2,tsp
2394,24251,2, 
2394,26,2,tbsp
2394,17, , 
2395,1368,1,cup
2395,103,1,tbsp
2395,681, 1/2,cup
2395,498,2,tbsp
2396,24258,2,cups
2396,26,1,tbsp
2396,40, 1/4,cup
2396,64,1,tsp
2396,8, 1/4,tsp
2396,15,1,tsp
2396,46, 1/2,tsp
2396,41, 1/2,tsp
2396,351,2,tbsp
2396,22, 1/2,tsp
2396,278,1,tsp
2396,47,2,tbsp
2396,17, , 
2397,427,3,cups
2397,931,1,cup
2397,22,4,tsp
2397,430,8, 
2397,1207,8,tbsp
2397,106,2, 
2398,415,1 1/2,cups
2398,22, 1/2,cup
2398,435, 1/2,cup
2398,280, 1/4,tsp
2398,515, , 
2399,334, 1/2,cup
2399,191, 1/2,cup
2399,417, 1/4,cup
2399,22,1,cup
2400,108,3,cups
2400,22, 1/2,cup
2400,2109, 3/4,cup
2400,449,8,cups
2400,24290,6,tbsp
2400,1820,4,tbsp
2400,24292,4,tbsp
2400,24293,4,tbsp
2400,24294,4,tbsp
2400,435,6,tbsp
2400,2109,6,tbsp
2401,228, , 
2401,108, 1/4,cup
2401,246,1,tbsp
2401,108,4,cups
2401,22,5,tbsp
2401,211, 1/4,tsp
2401,2076, 1/2,cup
2402,2079, 1/4,cup
2402,106,2,tbsp
2402,737, 1/4,cup
2402,117, 1/4,cup
2402,430,5 to 6, 
2402,62,2,tbsp
2402,108,2,cups
2402,435,5,tsp
2403,446,22, 
2403,435, 1/4,cup
2403,24314, 1/2,cup
2403,62,2,tbsp
2403,211, 1/4,tsp
2403,228, , 
2404,58, 1/4,cup
2404,26,2,tsp
2404,24320, 1/4,cup
2404,15, 1/4,cup
2404,17, , 
2405,24323,10, 
2405,17, , 
2405,26,1 1/2,tbsp
2405,40, 1/2,cup
2405,53, 1/2,cup
2405,538,1,tbsp
2405,233,2,tbsp
2405,111, 1/2,tsp
2405,127, 1/2,tsp
2405,126, 1/2,tsp
2405,15, 1/2,tsp
2405,8, 1/2,tsp
2406,368,5, 
2407,39, 1/4,cup
2407,92,1,tbsp
2407,79,3,tsp
2407,17, 1/2,tbsp
2407,75, 1/2,tbsp
2408,26,1,tsp
2408,17, , 
2408,24343,1,cup
2408,667,1 1/2,tsp
2408,137, 1/2,tsp
2408,26, , 
2409,407,1,cup
2409,14,4, 
2409,58,2,tbsp
2409,39,2,tsp
2409,15,1,tsp
2409,8, 1/2,tsp
2409,17, , 
2410,53,2,cups
2410,456,3, 
2410,348,25,mm
2410,14,8, 
2410,106,2,tbsp
2410,39,1,tsp
2410,11,1,tsp
2410,15,1,tsp
2410,17, , 
2410,358,18 to 20, 
2410,26,2 1/2,tbsp
2410,109,2,tsp
2410,81,8, 
2410,9,1,tbsp
2410,169,1,tbsp
2410,17, , 
2410,107, 1/4,cup
2410,47,1,tbsp
2411,358,12 to 15, 
2411,26, , 
2411,53,2,cups
2411,853,3, 
2411,348,25, 
2411,14,8, 
2411,122,2,tbsp
2411,39,1,tsp
2411,11,1,tsp
2411,114,2 1/2,cups
2411,262,8, 
2411,278,1,tbsp
2411,169,1,tbsp
2411,107, 1/4,cup
2411,47,1,tbsp
2411,109,2,tsp
2411,26,1,tsp
2411,17, , 
2412,358,16 to 18, 
2412,53,4,cups
2412,26,2,tbsp
2412,79,4, 
2412,177,2, 
2412,280,2, 
2412,17, , 
2412,22, 1/2,tsp
2412,107,2,tbsp
2412,47,2,tbsp
2412,40,2,cups
2412,113,4, 
2412,456,10, 
2412,122, 1/4,cup
2412,11,2,tsp
2412,8, 1/2,tsp
2412,14,6, 
2412,39,1,tsp
2412,47,1,tbsp
2412,24409, , 
2412,421, , 
2413,207, 1/2,cup
2413,24412, 1/2,cup
2413,1601, 1/2,cup
2413,584,2,cups
2413,518, 1/2,cup
2413,24416,2,tbsp
2413,169,3,tbsp
2413,98,2,tsp
2413,161,1,tsp
2413,17, , 
2414,1179,2,cups
2414,2147,1, 
2414,475,1,tbsp
2414,1874, 1/2,cup
2414,758,1,cup
2414,108, 3/4,cup
2414,366,3, 
2414,667, 1/2,tsp
2414,109,1,tsp
2414,17, , 
2415,1143,2,cups
2415,108,2,tbsp
2415,62,2,tbsp
2415,164,2,cups
2415,1679, , 
2416,1148,1, 
2416,1667,1,recipe
2416,1305,1 1/4,cups
2416,108, 1/4,cup
2416,926, 1/2,cup
2416,837,2,tbsp
2416,164,1,cup
2416,62,2,tbsp
2416,114,1,cup
2416,168,1,cup
2416,164, 1/4,cup
2416,207,6, 
2416,948,6, 
2417,24449, 1/4,cup
2417,76, 1/2,cup
2417,167, 1/4,tsp
2417,187, 1/4,cup
2417,17, 1/8,tsp
2417,108, 1/2,tbsp
2417,1419,1 1/2,tbsp
2418,186,3, 
2418,26,1,tbsp
2418,41,1,tsp
2418,40, 1/4,cup
2418,599, 1/4,cup
2418,53, 1/4,cup
2418,15, 1/4,tsp
2418,17, , 
2418,47,2,tbsp
2418,115,1,cup
2418,26,1,tsp
2418,17, , 
2418,115, , 
2418,73,5,tsp
2418,257, , 
2418,258, , 
2419,186,5, 
2419,26,1 1/2,tbsp
2419,40, 3/4,cup
2419,599, 1/4,cup
2419,53, 1/2,cup
2419,41,2,tsp
2419,15, 1/2,tsp
2419,17, , 
2419,47, 1/4,cup
2419,1036, , 
2420,24482,4, 
2420,109, 1/2,tbsp
2420,15, 1/4,tsp
2420,8, 1/4,tsp
2420,46, 1/2,tsp
2420,17, , 
2420,47,1,tbsp
2420,72,1,cup
2420,26,2,tbsp
2420,73,1,tbsp
2420,177,1, 
2420,262,1, 
2420,79,2, 
2420,80,1,tsp
2420,409,2, 
2420,122,2,tbsp
2420,66, 3/4,cup
2420,126, 1/2,tsp
2420,127, 1/2,tsp
2420,35, 1/4,cup
2420,36, 1/2,cup
2420,47, 1/2,cup
2420,8, 1/4,tsp
2420,15,1,tsp
2420,180,2 1/2,tsp
2420,46,1,tsp
2420,17, , 
2420,1870, 1/4,cup
2420,47,2,tbsp
2421,2162,4, 
2421,26,5,tsp
2421,81,2, 
2421,79,2, 
2421,178,1, 
2421,15,1,tsp
2421,8, 1/4,tsp
2421,34,1,tsp
2421,1544,1,tsp
2421,17, , 
2421,47,2,tbsp
2421,40, 1/2,cup
2421,58,1,tbsp
2421,52,1,tsp
2421,387, 3/4,cup
2422,186,3, 
2422,597,1,cup
2422,93,3,tbsp
2422,17, , 
2422,26, , 
2422,837, , 
2422,606, , 
2423,186,4, 
2423,26,3,tbsp
2423,66,1 1/2,cups
2423,41,1,tsp
2423,64,1 1/2,tsp
2423,53,1,cup
2423,15, 1/2,tsp
2423,8, 1/4,tsp
2423,46, 1/2,tsp
2423,17, , 
2423,47,2,tbsp
2423,47,2,tbsp
2424,115, 3/4,cup
2424,29, 1/2,tsp
2424,17, , 
2424,115, , 
2424,73, 1/2,tsp
2424,26,1,tsp
2424,186,3, 
2424,40, 1/4,cup
2424,53, 1/4,cup
2424,47,2,tbsp
2424,41,1,tsp
2424,17, , 
2424,26,2,tsp
2424,26,2,tsp
2425,76, 3/4,cup
2425,187,1,tbsp
2425,22, 1/2,tsp
2425,17, , 
2425,26,8,tsp
2425,66,1,cup
2425,41,2,tsp
2425,161,2,tsp
2425,17, , 
2425,186,4, 
2425,17, , 
2425,26,2,tsp
2425,640,40, 
2425,258,8,tsp
2425,363,4,tsp
2426,2162,4, 
2426,140, 1/4,cup
2426,137, 1/4,tsp
2426,476, 1/2,tsp
2426,17, , 
2426,643,6, 
2426,187,3,tsp
2427,76,1,cup
2427,184, 1/2,tsp
2427,185, 1/4,cup
2427,187, 1/4,cup
2427,330,2 1/2,tsp
2427,167,1,tsp
2427,211, 1/2,tsp
2427,108,6,tbsp
2427,24589,3, 
2427,185,1,tbsp
2427,681, , 
2428,114, 3/4,cup
2428,22, 1/2,cup
2428,227,1, 
2428,681,4,cups
2428,1150,14 to 16, 
2428,648,1 1/4,cups
2428,1150,8 to 10, 
2429,108,2 1/2,cups
2429,561,3,tsp
2429,22, 1/4,cup
2429,167, 1/2,tsp
2429,2100,10,tsp
2429,22,2,tbsp
2430,76,1 1/2,cups
2430,183,4,tbsp
2430,1313,8,tbsp
2430,201,1,tsp
2430,265,1,cup
2430,62, 3/4,cup
2430,167,2,tsp
2431,183,6,tbsp
2431,35, 1/2,cup
2431,26,5,tbsp
2431,167,1,tsp
2431,76,1,cup
2431,184, 1/4,tsp
2431,201, 1/2,tsp
2431,62,1,cup
2431,17, , 
2431,164,2,cups
2431,493,1 1/2,tbsp
2431,781,1,tsp
2431,493,2,tbsp
2431,207, 1/2,cup
2431,207,5, 
2431,119, 1/2,cup
2432,870, 1/2,cup
2432,646, 1/4,cup
2432,108, 1/2,cup
2432,161, 1/4,tsp
2432,76,1,cup
2432,183, 1/4,cup
2432,185, 3/4,cup
2432,184,1,tsp
2432,201, 1/4,tsp
2432,265, 1/2,cup
2432,167, 1/2,tsp
2432,431, 1/4,cup
2432,945, 1/4,cup
2433,183,2,tbsp
2433,76,1 1/4,cups
2433,184,1 1/2,tsp
2433,389, 1/2,tsp
2433,528, 3/4,cup
2433,265,4,tbsp
2433,167,1,tsp
2433,17,1,cup
2433,265, 1/2,tsp
2433,76, , 
2434,76, 1/2,cup
2434,183,2,tbsp
2434,1313,2,tbsp
2434,389, 1/4,tsp
2434,265, 1/4,cup
2434,62, 1/3,cup
2434,167, 1/2,tsp
2435,76,1,cup
2435,183, 1/3,cup
2435,184,3,tsp
2435,389, 3/4,tsp
2435,62, 3/4,cup
2435,265,45,ml
2435,26,45,ml
2435,167, 3/4,tsp
2436,945,6,tbsp
2436,76,1,cup
2436,184,1,tsp
2436,201, 1/2,tsp
2436,62,6,tbsp
2436,187,5,tbsp
2436,167, 1/2,tsp
2436,108,1,tbsp
2437,115,1,cup
2437,183,5,tbsp
2437,17, , 
2437,201, 1/2,tsp
2437,22, 3/4,cup
2437,26,5,tbsp
2437,161,1,tbsp
2437,167,1,tsp
2437,1555,15, 
2438,208,1,tsp
2438,108,1 3/4,cups
2438,185, 1/4,cup
2438,1143,1,cup
2438,561,2,tsp
2438,69,1,cup
2438,62,2,tbsp
2438,167,1,tsp
2439,108,2,cups
2439,22,10,tsp
2439,183,3,tsp
2439,1143,100,gms
2439,208,10,tsp
2439,561,2,tsp
2439,69,200,gms
2439,62,2,tbsp
2439,167,1,tsp
2440,208,10,gms
2440,183,3,tbsp
2440,427,4,cups
2440,429,2,tbsp
2440,1370,1,tbsp
2441,76,1 1/4,cups
2441,183,2,tbsp
2441,184,1 1/2,tsp
2441,389, 1/2,tsp
2441,528, 3/4,cup
2441,265,4,tbsp
2441,167,1,tsp
2441,265,2,tsp
2441,76,2,tbsp
2442,76,1,cup
2442,183,2,tbsp
2442,201, 1/2,tsp
2442,528, 3/4,cup
2442,184,1 1/2,tsp
2442,265,4,tbsp
2442,167,1,tsp
2443,426, 1/4,cup
2443,109,5,tbsp
2443,185, 1/4,cup
2443,76,5,cups
2443,393,2,tbsp
2444,76,1 1/4,cups
2444,265, , 
2444,76, , 
2444,184,1 1/2,tsp
2444,201, 1/2,tsp
2444,528, 3/4,cup
2444,265,4,tbsp
2444,167,1,tsp
2444,1143,2,tbsp
2444,108,1,tbsp
2445,107, 1/2,cup
2445,528,2,tsp
2445,26, 3/4,cup
2445,476, 1/2,tsp
2445,17, , 
2445,139,1,tsp
2446,76,1 1/4,cups
2446,184,1 1/2,tsp
2446,201, 1/2,tsp
2446,528, 3/4,cup
2446,265,4,tbsp
2446,150,3,tbsp
2446,162,2,tbsp
2446,167,1,tsp
2446,24750,5,tbsp
2446,108,2,tbsp
2447,1269,5, 
2447,1958,10,tbsp
2447,846, 3/4,cup
2447,93,2,tbsp
2447,22,1,tbsp
2447,109,1,tbsp
2448,76,1,cup
2448,184, 1/2,tsp
2448,201, 1/4,tsp
2448,183,1 1/2,tbsp
2448,265, 1/2,cup
2448,528, 1/2,cup
2448,167, 1/2,tsp
2448,35, 1/4,cup
2448,24766, 3/4,tsp
2448,964,1,cup
2448,24768,5,tbsp
2448,62,1,cup
2448,22, 1/4,cup
2448,2165,3 to 4, 
2448,1681,1,tsp
2448,1672,1,tsp
2449,393,1,cup
2449,93,1,cup
2449,62,1,cup
2449,265, 1/2,cup
2449,35, 1/2,cup
2449,108,2,tbsp
2449,246,1,tsp
2449,201, 1/2,tsp
2449,184,1,tsp
2449,167, 1/2,tsp
2449,17, , 
2449,265, , 
2449,76, , 
2450,76,1 1/4,cups
2450,184,1 1/2,tsp
2450,389, 1/2,tsp
2450,528, 3/4,cup
2450,265,4,tbsp
2450,167,1,tsp
2450,265, , 
2450,76, , 
2451,76,1 1/2,cups
2451,184,1,tbsp
2451,201, 3/4,tsp
2451,62, 1/2,cup
2451,265,3,tbsp
2451,26,3,tbsp
2451,167, 3/4,tsp
2452,76,1 1/4,cups
2452,184,1 1/2,tsp
2452,389, 1/2,tsp
2452,528, 3/4,cup
2452,265,4,tbsp
2452,167,1,tsp
2452,265, , 
2452,76, , 
2453,108, 1/2,cup
2453,107,1 3/4,cups
2453,22,9,tbsp
2453,24813, 1/2,tsp
2453,167, 1/2,tsp
2453,24815, , 
2454,76,1 1/4,cups
2454,184,1 1/2,tsp
2454,389, 1/2,tsp
2454,528, 3/4,cup
2454,265,4,tbsp
2454,167,1,tsp
2454,265, , 
2454,76, , 
2455,167,1,tsp
2455,76,1,cup
2455,184,1,tsp
2455,201, 1/2,tsp
2455,528, 3/4,cup
2455,265,4,tbsp
2455,17,1,cup
2455,265, , 
2455,76, , 
2456,76,1,cup
2456,184,1,tsp
2456,187, , 
2456,1313,4,tbsp
2456,201, 1/2,tsp
2456,265, 1/2,cup
2456,62, 3/4,cup
2456,167,1,tsp
2457,76,2 1/2,cups
2457,184,2,tsp
2457,1313,6,tbsp
2457,389, 3/4,tsp
2457,265, 3/4,cup
2457,62,1 1/4,cups
2457,167,1 1/2,tsp
2458,755,4, 
2458,76,1,tbsp
2458,137, 1/4,tsp
2458,133,2,tbsp
2458,17, , 
2458,849,1,cup
2458,612, 1/2,cup
2458,258,1,tbsp
2458,582,1,tsp
2458,17, , 
2458,296,4,tbsp
2459,755,8, 
2459,138,4,tbsp
2459,783,2, 
2459,133,4,tsp
2459,158, 3/4,tsp
2459,582,1,tsp
2459,109,10,tsp
2460,755,40, 
2460,26, , 
2460,45,2,tsp
2460,27, 1/2,cup
2460,28, 1/4,cup
2460,15, 1/2,tsp
2460,12, 1/4,tsp
2460,17, , 
2460,114, 3/4,cup
2461,27, 1/2,cup
2461,28, 1/4,cup
2461,15, 1/2,tsp
2461,12, 1/4,tsp
2461,17, , 
2461,114, 3/4,cup
2461,755,40, 
2461,26, , 
2461,45,1,tsp
2461,54,1,cup
2461,257,8,tsp
2461,288,8,tsp
2461,40,4,tbsp
2461,17, , 
2461,15, 1/2,tsp
2462,756,1, 
2462,26, 1/2,tsp
2462,58,1,tbsp
2462,41,1,tsp
2462,808, 1/4,cup
2462,24895, 1/4,cup
2462,47,1,tbsp
2462,268, 1/4,tsp
2462,17, , 
2462,24899, , 
2462,1536, , 
2463,756,12, 
2463,26,1,tsp
2463,17, , 
2463,53, 3/4,cup
2463,58, 1/2,tbsp
2463,40, 1/4,cup
2463,15, 1/2,tsp
2463,136, 1/2,tsp
2463,22, 1/2,tsp
2463,17, , 
2464,756,24, 
2464,26,2,tsp
2464,645,12, 
2464,257, 1/4,cup
2464,1524,12, 
2464,17, , 
2464,483,8, 
2464,109, , 
2465,89, 1/3,cup
2465,77,1,cup
2465,24921,5 to 7, 
2465,358,3 to 4, 
2465,24923,2 to 3 , 
2465,73,3,tbsp
2465,12, , 
2465,8, 1/4,tsp
2465,346, 1/4,cup
2465,17, , 
2465,55,2,tbsp
2465,22,1,tbsp
2465,15,1 1/2,tbsp
2465,93, 3/4,cup
2465,47, 1/3,cup
2465,12, , 
2465,17, , 
2465,24936, , 
2466,72,1,cup
2466,89, 1/2,cup
2466,12,2 to 3, 
2466,201, , 
2466,8, 1/4,tsp
2466,2171,10, 
2466,263,5, 
2466,24944,2 to 3 , 
2466,346, 1/3,cup
2466,73,2,tbsp
2466,55,2,tsp
2466,22,2,tsp
2466,15,1,tsp
2466,392, 1/2,cup
2466,762,4 to 5,tbsp
2466,12, , 
2466,17, , 
2466,73,2,tbsp
2467,24955,2,tbsp
2467,22,1,tbsp
2467,15,1 1/2,tbsp
2467,93, 3/4,cup
2467,47, 1/3,cup
2467,12, , 
2467,17, , 
2467,377,5 to 7, 
2467,263,3 to 4, 
2467,2172,2 to 3 , 
2467,73,3,tbsp
2467,12, , 
2467,77,1,cup
2467,89, 1/3,cup
2467,8, 1/4,tsp
2467,346, 1/4,cup
2467,17, , 
2468,412,1,cup
2468,73,1,tsp
2468,211, 1/4,tsp
